type	conference_acronym	conference_name	conference_date	conference_location
Data Mining	ICITS--EI Compendex, SCOPUS 2022	2022 The 10th International Conference on Information Technology and Science (ICITS 2022)--Scopus, Ei Compendex	Jun 24, 2022	Xiamen, China
Data Mining	RSTA 2022	4th International Symposium on Rough Sets: Theory and Applications	Sep 4, 2022	Sofia, Bulgaria
Data Mining	COPA 2022	11th Symposium on Conformal and Probabilistic Prediction with Applications	Aug 24, 2022	Brighton, UK
Data Mining	AIM@EPIA 2022	Artificial Intelligence in Medicine	Aug 31, 2022	Lisbon, Portugal
Data Mining	INISTA 2022	16th International Conference on INnovations in Intelligent SysTems and Applications	Aug 8, 2022	Biarritz, France
Data Mining	MLVis 2022	Machine Learning Methods in Visualisation for Big Data	Jun 13, 2022	Rome, Italy
Data Mining	FICTA 2022	10th International Conference on Frontiers of Intelligent Computing: Theory and Applications	Jun 18, 2022	Aizawl, Mizoram, India
Data Mining	ACIIDS 2022	14th Asian Conference on Intelligent Information and Database Systems	Nov 28, 2022	Ho Chi Minh City, Vietnam
Data Mining	BlockSys--Ei Compendex, SCI, ESCI 2022	2022 International Conference on Blockchain and Trustworthy Systems (BlockSys'2022)--Ei Compendex, SCI, ESCI	Aug 4, 2022	Chengdu, China
Data Mining	ICDATA 2022	18th Int. Conference on Data Science 	Jul 25, 2022	Las Vegas, NV
Data Mining	IMMM 2022	The Twelfth International Conference on Advances in Information Mining and Management	Jun 26, 2022	Porto, Portugal
Data Mining	SEBD 2022	30th Symposium on Advanced Database Systems	Jun 19, 2022	Tirrenia, Pisa (Tuscany), Italy
Data Mining	SERA 2022	The 19th IEEE/ACIS International Conference on Software Engineering Research, Management and Applications	May 25, 2022	Las Vegas, Nevada, USA
Data Mining	INSIGHT 2022	Call for Paper [C4P-Call4Paper] Journal of Information System, Graphics, Hospitality and Technology (INSIGHT) 2022	Dec 1, 2021	ONLINE, Published : Surabaya, Indonesia
Data Mining	SNTA 2022	The Fifth International Workshop on Systems and Network Telemetry and Analytics 	Jul 1, 2022	Minneapolis, USA
Data Mining	EDM 2022	International Conference on Educational Data Mining	Jul 24, 2022	Durham, UK
Data Mining	DATA 2022	11th International Conference on Data Science, Technology and Applications	Jul 11, 2022	Lisbon, Portugal
Data Mining	ICWE 2022	CfP International Conference on Web Engineering, ICWE 2022 - Call for Demos & Posters	Jul 5, 2022	Bari, Italy
Data Mining	MLIS 2022	4th International Conference on Machine Learning and Intelligent Systems	Nov 8, 2022	Seoul, Korea
Data Mining	ICWE 2022	CfP International Conference on Web Engineering, ICWE 2022 - Call for PhD Symposium	Jul 5, 2022	Bari, Italy
Data Mining	IFAC MIM '2022 SIMCA 2022	IFAC MIM '2022 SIMCA Open Invited Track	Jun 22, 2022	Nantes, France
Data Mining	AIHealth@FLAIRS 2022	FLAIRS Special Track on Artificial Intelligence in Healthcare Informatics	May 15, 2022	Jensen Beach, FL, USA
Data Mining	ICWE 2022	International Conference on Web Engineering	Jul 5, 2022	Bari, Italy
Data Mining	ICWE 2022	CfP International Conference on Web Engineering, ICWE 2022 - Call for Workshop Proposals	Jul 5, 2022	Bari, Italy
Data Mining	IntelliSys 2022	SAI Intelligent Systems Conference 2022	Sep 1, 2022	Amsterdam, The Netherlands
Data Mining	ICWE 2022	CfP International Conference on Web Engineering, ICWE 2022 - Call for Tutorials	Jul 5, 2022	Bari, Italy
Data Mining	FLAIRS-35 ST NN DM 2022	FLAIRS-35 Special Track on Neural Networks and Data Mining	May 15, 2022	Jensen Beach, Florida
Data Mining	SMDB 2022	The 13th International Workshop on Self-Managing Database Systems (SMDB 2022)	May 9, 2022	Kuala Lumpur, Malaysia (or Online)
Data Mining	ICAISC 2022	21st International Conference on Artificial Intelligence and Soft Computing	Jun 19, 2022	Zakopane, Poland
Data Mining	IEA/AEI 2022	35th International Conference on Industrial, Engineering and Other Applications of Applied Intelligent Systems	Jul 19, 2022	Kitakyushu, Japan
Data Mining	ICCCT 2022	4th International Conference on Communication and Computational Technologies	Feb 26, 2022	Jaipur, India
Data Mining	MSA 2021	Multivariate Statistical Analysis 	Nov 8, 2021	Łódź, Poland
Data Mining	IDA 2022	20th Symposium on Intelligent Data Analysis (IDA) 2022, Rennes, France	Apr 20, 2022	Rennes, France
Data Mining	ICISCI 2022	International Conference on Intelligent Systems and Computational Intelligence	May 10, 2022	Changsha, China
Data Mining	DASFAA 2022	Database Systems for Advanced Applications	Apr 11, 2022	Online (Hosted by IIIT Hyderabad, India)
Data Mining	KG@SAC 2022	ACM SAC 2022 Track on Knowledge Graphs	Apr 25, 2022	Brno, Czech Republic
Data Mining	NaBIC 2021	13th World Congress on Nature and Biologically Inspired Computing	Dec 15, 2021	Hybderabad, India
Data Mining	DSCI 2021	4th International Conference on Data Science and Computational Intelligence	Dec 20, 2021	London, United Kingdom
Data Mining	ABCSS 2021	The 6th International Workshop on Application of Big Data for Computational Social Science	Dec 14, 2021	Melbourne, Australia
Data Mining	MLIS 2021	3rd International Conference on Machine Learning and Intelligent Systems	Nov 8, 2021	Online and Xiamen, China
Data Mining	ICACIE 2021	6th International Conference on Advanced Computing and Intelligent Engineering	Dec 23, 2021	Bhubaneswar, Odisha, India
Data Mining	AIAM 2021	3rd International Conference on Artificial Intelligence and Manufacturing	Oct 23, 2021	Manchester, United Kingdom
Data Mining	XPERT4CQA 2021	First International Workshop on eXPErt RecommendaTion for Community Question Answering (XPERT4CQA)	Dec 14, 2021	Melbourne, Australia
Data Mining	IAAA 2021	IEEE ICDM 2021 Workshop on Intelligence-Augmented Anomaly Analytics	Dec 7, 2021	Auckland, New Zealand
Data Mining	MLLD 2021	Second International Workshop on Mining and Learning in the Legal Domain	Dec 7, 2021	Auckland, New Zealand
Data Mining	EpiMine 2021	EpiMine: Workshop on Mining and Policy-Making for Epidemic Surveillance	Dec 7, 2021	Auckland, New Zealand
Data Mining	ISICA 2021	12th International Symposium on Intelligence Computation and Applications 2021	Nov 20, 2021	Guanghzhou, China
Data Mining	ICDS 2021	5th International Conference on Intelligent Computing in Data Sciences	Oct 20, 2021	Fez, Morocco
Data Mining	ICDSBA 2021	5th Annual International Conference on Data Science and Business Analytics	Sep 24, 2021	Changsha, Hunan, China
Data Mining	ICBK 2021	The 12th IEEE International Conference on Big Knowledge	Dec 7, 2021	Auckland, New Zealand
Data Mining	ICAIA 2021	IAENG International Conference on Artificial Intelligence and Applications 2021	Oct 20, 2021	Hong Kong, China
Data Mining	ADMA 2021	The 17th International Conference on Advanced Data Mining and Applications 	Dec 6, 2021	Sydney, Australia
Data Mining	CODS-COMAD 2022	5th Joint International Conference on Data Science & Management of Data	Jan 8, 2022	Bangalore, India
Data Mining	ISCMI 2021	8th International Conference on Soft Computing and Machine Intelligence	Nov 26, 2021	Cairo, Egypt
Data Mining	UKCI 2021	20th UK Workshop on Computational Intelligence	Sep 8, 2021	Aberystwyth, United Kingdom
Data Mining	CSoNet  2021	CSoNet 2021 Call for Papers	Nov 15, 2021	Montreal, Quebec, Canada
Data Mining	AKBC 2021	3rd Conference on Automated Knowledge Base Construction (AKBC)	Oct 4, 2021	Irvine, United States
Data Mining	ICDM 2021	21st IEEE International Conference on Data Mining	Dec 7, 2021	Auckland, New Zealand
Data Mining	PRAXAI @ IEEE-DSAA 2021	Practical applications of explainable artificial intelligence methods  @ IEEE-DSAA21	Oct 6, 2021	Porto, Portugal (virtual)
Data Mining	NAMSP 2021	2nd International Workshop on New Approaches for Multidimensional Signal Processing	Jul 8, 2021	Sofia, Bulgaria
Data Mining	CIKM 2021	Conference on Information and Knowledge Management	Nov 1, 2021	Online-Gold Coast, Queensland, Australia
Data Mining	IWAIPR 2021	VII International Workshop on Artificial Intelligence and Pattern Recognition	Oct 5, 2021	La Habana, Cuba
Data Mining	Data4MDE 2021	 The First International Workshop on Data4MDE	Jun 21, 2021	Bergen Norway, Virtual
Data Mining	ECML PKDD 2021	European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases	Sep 13, 2021	Bilbao, Spain
Data Mining	BraSNAM 2021	X Brazilian Workshop on Social Network Analysis and Mining	Jul 18, 2021	Florianopolis, Brazil - ONLINE
Data Mining	ICCS 2021	International Conference on Conceptual Structures	Sep 20, 2021	Bolzano, Italy
Data Mining	ECML PKDD 2021	European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases	Sep 13, 2021	Bilbao, Spain
Data Mining	EDM 2021	Educational Data Mining	Jun 29, 2021	Paris, France
Data Mining	AIHealth@FLAIRS 2021	FLAIRS Special Track on Artificial Intelligence in Healthcare Informatics (DEADLINE EXTENDED)	May 16, 2021	North Miami Beach, FL
Data Mining	ICACI 2021	13th International Conference on Advanced Computational Intelligence	May 14, 2021	Wanzhou, Chongqing, China 
Data Mining	ICDSA 2021	2nd International Conference on Data Science and Applications	Apr 10, 2021	Kolkata, India
Data Mining	ISOCI 2021	International Symposium on Computational Intelligence	Aug 13, 2021	Stockholm, Sweden
Data Mining	IEA/AIE 2021	34th International Conference on Industrial, Engineering and Other Applications of Applied Intelligent Systems	Jul 26, 2021	Kuala Lumpur, Malaysia
Data Mining	MDM 2021	22nd IEEE Conference on Mobile Data Management 	Jun 15, 2021	Toronto, Canada
Data Mining	ICDM 2023	23th Industrial Conference on Data Mining	Jul 12, 2023	New York, USA
Data Mining	ICDM 2021	21th Industrial Conference on Data Mining 	Jul 14, 2021	New York, USA
Data Mining	MLDM 2021	17th International Conference on Machine Learning and Data Mining 	Jul 17, 2021	New York, USA
Data Mining	AINA 2021	The 35th International Conference on Advanced Information Networking and Applications	May 12, 2021	Ryerson University, Canada
Data Mining	IFAC INCOM SIMCA 2021	OPEN TRACK on SYSTEM IDENTIFICATION for MANUFACTURING CONTROL APPLICATIONS	Jun 7, 2021	Budapest, Hungary
Data Mining	DOLAP 2021	3rd International Workshop on Design, Optimization, Languages and Analytical Processing of Big Data	Mar 23, 2021	Nicosia, Cyprus
Data Mining	LCBuADAaML 2021	WordCIST 2021 (Springer) 1st Workshop on Leveraging customer behavior using advanced data analytics and Machine learning techniques	Mar 30, 2021	Terceira Island, Azores, Portugal,
Data Mining	FLAIRS 2021	FLAIRS-34 Special Track on Neural Networks and Data Mining	May 16, 2021	North Miami Beach, Florida
Data Mining	DASFAA 2021	Database Systems for Advanced Applications	Apr 11, 2021	Taipei, Taiwan
Data Mining	DSEA 2020	The Fourth International Workshop on Data Science Engineering and its Applications 	Dec 14, 2020	Paris, France
Data Mining	SAMSN 2020	The International Workshop on Sentiment Analysis and Mining of Social Networks	Dec 14, 2020	Paris, France
Data Mining	ICDE 2021	International Conference on Data Engineering	Apr 19, 2021	Chania, Crete, Greece
Data Mining	BFNDMA 2020	Big Food and Nutrition Data Management and Analysis	Dec 10, 2020	Atlanta, GA, USA
Data Mining	DPM 2020	Discriminative Pattern Mining Workshop	Dec 10, 2020	Atlanta, Georgia, USA
Data Mining	SDM 2021	SIAM International Conference on Data Mining	Mar 25, 2021	Alexandria, Virginia, U.S
Data Mining	ICS 2020	2020 International Computer Symposium	Dec 17, 2020	Tainan, Taiwan
Data Mining	MLLD 2020	The International Workshop on Mining and Learning in the Legal Domain	Nov 17, 2020	Sorrento, Italy
Data Mining	WSDM 2021	14th ACM Conference on Web Search and Data Mining	Mar 8, 2021	Jerusalem, Israel
Data Mining	AIdSH 2020	International Workshop on AI-driven Smart Healthcare	Dec 7, 2020	Taipei, Taiwan 
Data Mining	IDEAL 2020	21st International Conference on Intelligent Data Engineering and Automated Learning	Nov 4, 2020	Guimarães, Portugal
Data Mining	ISMCI 2020	7th International Conference on Soft Computing and Machine Intelligence	Nov 14, 2020	Stockholm, Sweden
Data Mining	DS 2020	23rd International Conference on Discovery Science	Oct 19, 2020	Thessaloniki, Greece
Data Mining	ICDM 2020	20th IEEE International Conference on Data Mining	Nov 17, 2020	Sorrento, Italy
Data Mining	WISDOM 2020	The 9th KDD Workshop on Issues of Sentiment Discovery and Opinion Mining	Aug 24, 2020	San Diego, CA USA
Data Mining	DSAA 2020	IEEE International Conference on Data Science and Advanced Analytics	Oct 6, 2020	Sydney, Australia
Data Mining	BIOKDD 2020	19th International Workshop on Data Mining in Bioinformatics (with SIGKDD 2020)	Aug 24, 2020	San Diego, CA - USA
Data Mining	FedCSIS - AI 2020	FedCSIS 2020 Track 1: Artificial Intelligence (AI)	Sep 6, 2020	Sofia, Bulgaria
Data Mining	GeoRich 2020	6th ACM SIGMOD Workshop on Managing and Mining Enriched Geo-Spatial Data	Jun 14, 2020	Portland, OR, USA
Data Mining	CodiEsp (eHealth CLEF 2020) 2020	CLEF-2020 CodiEsp: clinical text classification, indexing and explainable AI Task (eHealth CLEF 2020)	Sep 22, 2020	Thessaloniki, Greece
Data Mining	APWeb-WAIM 2020	Call for Papers: APWeb-WAIM 2020, Demo Track	Aug 12, 2020	Tianjin, China
Data Mining	MLVis 2020	International Workshop on Machine Learning in Visualisation for Big Data 2020	May 25, 2020	Norrköping, Sweden
Data Mining	KES 2020	Classification, forecasting and decision support - invited session at KES2020 	Sep 16, 2020	Verona, Italy
Data Mining	MobiSocial 2020	5th International  Workshop on Mobile Data Management, Mining, and Computing on Social Network	Jun 30, 2020	Versailles, France
Data Mining	ICAI 2020	International Conference on Artificial Intelligence	Apr 17, 2020	Larache, Morocco
Data Mining	Data Science  2020	3nd Annual International Great Lakes Data Science Symposium	May 1, 2020	Erie, PA
Data Mining	ECML PKDD 2020	European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases	Sep 14, 2020	Ghent, Belgium
Data Mining	ICDM 2020	Call for Short&Industry Papers / 20th Industrial Conference on Data Mining ICDM 2020	Jul 15, 2020	New York, USA
Data Mining	DMBD 2020	The Fifth International Conference of Data Mining and Big Data	Jul 14, 2020	Belgrade, Serbia
Data Mining	DASPA 2020	The International Workshop on Data Stream Processing and Applications 	Jul 1, 2020	University of Cagliari, Italy
Data Mining	DSRE  2020	Data Science for Retail and E-commerce workshop (colocated with SIAM SDM 20)	May 9, 2020	Cincinnati, Ohio, USA
Data Mining	MLIS 2020	2nd International Conference on Machine Learning and Intelligent Systems 	Oct 25, 2020	Seoul, Korea
Data Mining	MLBD 2020	Machine Learning for Big Data track of the 34th International ECMS Conference on Modelling and Simulation	Jun 9, 2020	Wildau near Berlin, Germany
Data Mining	DSBFI 2020	2nd ISSAT International Conference on Data Science in Business, Finance and Industry	Jul 1, 2020	Da Nang, Vietnam
Data Mining	APWeb-WAIM 2020	The 4th APWeb-WAIM International Joint Conference on Web and Big Data	Aug 12, 2020	Tianjin, China
Data Mining	CIMB 2020	EAIS2020 Special Session on Computational Intelligence methods in bioinformatics	May 27, 2020	Bari, Italy
Data Mining	BigData Conference 2020	2020 International Conference on Big Data Call for Papers- EI Compendex and Scopus	Jun 22, 2020	Honolulu, Hawaii, USA
Data Mining	IDT 2020	12th International Conference on Intelligent Design Technologies	Jun 17, 2020	Split, Croatia
Data Mining	MLA 2020	The International Workshop on Machine Learning Applications	Mar 31, 2020	Marrakech, Morocco
Data Mining	TempWeb 2020	The 10th Temporal Web Analytics Workshop 2020 (@ The Web Conference)	Apr 20, 2020	Taipei, Taiwan
Data Mining	IEA/AIE 2020	33rd International Conference on Industrial, Engineering and Other Applications of Applied Intelligent Systems	Sep 22, 2020	Kitakyushu, Japan
Data Mining	ICDM 2020	20th Industrial Conference on Data Mining ICDM 2020	Jul 15, 2020	New York, USA
Data Mining	ICDM 2020	20th Industrial Conference on Data Mining ICDM 2020	Jul 15, 2020	New York, USA
Data Mining	ICDM 2020	20th Industrial Conference on Data Mining ICDM 2020	Jul 15, 2020	New York, USA
Data Mining	BigVis 2020	3rd Intl.  Workshop on Big Data Visual Exploration and Analytics	Mar 30, 2020	Copenhagen, Denmark
Data Mining	DASFAA 2020	Database Systems for Advanced Applications	May 21, 2020	Seoguipo KAL Hotel, Jeju, Korea
Data Mining	CLDD 2020	Classifier Learning from Difficult Data 2020 (ICCS 2020 workshop)	Jun 3, 2020	Amsterdam, The Netherlands
Data Mining	HCCS 2020	Second Workshop on Human-Centered Computational Sensing (HCCS'20) @ PerCom 2020	Mar 23, 2020	Austin, Texas, USA
Data Mining	ICACI 2020	12th International Conference on Advanced Computational Intelligence	Mar 14, 2020	Dali, Yunmnan, China
Data Mining	IFAC World Congress SIMCA 2020	IFAC World Congress SIMCA 2020 : IFAC WORLD CONGRESS '2020 OPEN INVITED TRACK on SYSTEM IDENTIFICATION for MANUFACTURING CONTROL APPLICATIONS	Jul 12, 2020	Berlin, Germany
Data Mining	AIHealth@FLAIRS 2020	AI in Healthcare Informatics Special Track at FLAIRS	May 17, 2020	North Miami Beach, FL
Data Mining	FLAIRS 2020	DataMining@FLAIRS2020	May 17, 2020	North Miami Beach, Florida
Data Mining	VIPERC 2020	Visual Pattern Extraction and Recognition for Cultural Heritage Understanding Workshop	Jan 29, 2020	Bari, Italy
Data Mining	BTSD  2019	Workshop on Big Data Tools and Use Cases for Innovative Scientific Discovery (BTSD) 2019 @IEEE BigData 2019 LA, USA	Dec 9, 2019	LA, USA
